sid,tid,cid,score,cname
893275545,246557637,10007,51,uml
899816764,238173519,10007,54,uml
831570447,225142871,10007,68,uml
846094580,235214105,10007,86,uml
877197214,222084514,10007,72,uml
842712620,290233738,10007,73,uml
820410962,223990975,10007,67,uml
857517124,283793616,10007,80,uml
877093836,275362205,10007,,uml
884757257,227439917,10007,55,uml
833125420,237765298,10007,82,uml
842812540,245610951,10007,92,uml
843442212,278285174,10007,50,uml
835406261,245348336,10007,64,uml
868630843,295912152,10007,66,uml
814406802,290142811,10007,51,uml
829680355,212438979,10007,83,uml
881430326,297768341,10007,52,uml
860171958,204939083,10007,74,uml
821466073,291647607,10007,63,uml
843914566,232991341,10007,82,uml
887408339,229268467,10007,52,uml
810276827,209376588,10007,90,uml
824504635,208841577,10007,54,uml
862750111,250094118,10007,75,uml
849784369,246108518,10007,82,uml
807044963,274771585,10007,67,uml
899873758,280182750,10007,,uml
827581212,263272064,10007,67,uml
891350284,250303764,10007,96,uml
828386017,269065782,10007,70,uml
859084161,205062414,10007,76,uml
838108350,246253650,10007,78,uml
801631424,227408140,10007,92,uml
836291647,245119346,10007,,uml
844757265,240907103,10007,53,uml
860289652,268201753,10007,68,uml
803646664,206376385,10007,87,uml
840672231,284424312,10007,,uml
817782674,270664231,10007,74,uml
843502161,271671775,10007,,uml
855309609,297321522,10007,55,uml
864540360,249715601,10007,75,uml
804003204,260689815,10007,53,uml
810274389,262247475,10007,80,uml
801393477,262718527,10007,99,uml
882784226,230408926,10007,53,uml
817038952,201798133,10007,95,uml
864787401,204542837,10007,76,uml
837537706,276637577,10007,79,uml
814163564,208342898,10007,,uml
896889283,275056345,10007,,uml
817065090,249843995,10007,92,uml
885076011,235920286,10007,99,uml
867564431,282575700,10007,89,uml
853959074,257121522,10007,67,uml
885641774,246192337,10007,55,uml
858598267,220764895,10007,79,uml
828933445,283493272,10007,80,uml
816050059,265284433,10007,51,uml
857973645,272666574,10007,88,uml
844666220,231106864,10007,81,uml
899246997,212107804,10007,76,uml
888279849,245251112,10007,71,uml
849847203,277285519,10007,93,uml
852750681,240362615,10007,,uml
886214760,294800967,10007,82,uml
899347386,270532798,10007,86,uml
833023580,233292434,10007,79,uml
861272558,250281334,10007,78,uml
898519445,221204946,10007,80,uml
851807791,268447409,10007,,uml
826332216,290697322,10007,54,uml
891660589,265277752,10007,81,uml
892754273,213789532,10007,,uml
896757021,291452727,10007,50,uml
897556046,291591734,10007,50,uml
871151397,278542476,10007,80,uml
842897416,287896098,10007,94,uml
857605985,238621442,10007,71,uml
814978070,217126055,10007,99,uml
833118826,251253465,10007,98,uml
807878582,224474302,10007,95,uml
830914415,285810235,10007,,uml
813047830,281783068,10007,62,uml
888416517,295732881,10007,70,uml
820428708,239321357,10007,79,uml
891673290,297948955,10007,77,uml
892752355,237097986,10007,88,uml
850853596,233309489,10007,71,uml
865806333,259566724,10007,99,uml
874143668,210749622,10007,,uml
880230990,280148593,10007,54,uml
825588120,298327131,10007,82,uml
800412232,298167844,10007,86,uml
820993081,278012118,10007,64,uml
825103794,290925393,10007,,uml
864935799,279543933,10007,93,uml
877917541,271577901,10007,66,uml
893360145,289912534,10007,95,uml
846638114,271797367,10007,,uml
888369716,244660257,10007,74,uml
836948129,223020200,10007,90,uml
815857375,251562436,10007,92,uml
888772901,235810151,10007,95,uml
858247132,276239883,10007,79,uml
846895614,233541783,10007,66,uml
898787576,287690322,10007,90,uml
848079123,253985091,10007,52,uml
818551178,261969460,10007,95,uml
884862788,276141280,10007,99,uml
835766788,201341675,10007,,uml
898242861,237045397,10007,70,uml
825747610,212790082,10007,81,uml
801407609,279158655,10007,89,uml
872149181,200907668,10007,,uml
860724296,234120714,10007,66,uml
829632181,274915426,10007,,uml
804378373,206730739,10007,54,uml
814253099,202764290,10007,,uml
800297926,221753280,10007,83,uml
821746394,246830729,10007,78,uml
811532550,239751332,10007,97,uml
838803879,203278445,10007,69,uml
863890740,291823481,10007,,uml
820220293,285530531,10007,55,uml
883702168,223100026,10007,70,uml
892911617,210212341,10007,62,uml
826653422,239044189,10007,94,uml
864265239,250421564,10007,92,uml
896994349,243336985,10007,51,uml
814495689,237413150,10007,,uml
874185238,228302864,10007,70,uml
891280412,229994638,10007,61,uml
862055537,252232353,10007,60,uml
865167316,269446534,10007,65,uml
852121860,256840810,10007,74,uml
852476489,264958417,10007,,uml
880062318,219998766,10007,72,uml
898188319,251406812,10007,99,uml
890290701,240512698,10007,81,uml
868475940,212071344,10007,79,uml
857070299,275723126,10007,,uml
893697978,256212604,10007,87,uml
830931384,299445499,10007,65,uml
877384479,227613645,10007,69,uml
813892886,273583358,10007,90,uml
827491872,204616462,10007,68,uml
813529555,209268381,10007,97,uml
850036057,269244280,10007,61,uml
897646542,249685259,10007,95,uml
855606050,291302973,10007,70,uml
893317021,212920773,10007,55,uml
807380724,291874577,10007,51,uml
855602484,252675377,10007,94,uml
821513406,210919895,10007,89,uml
829655813,246852751,10007,68,uml
851253208,293463839,10007,83,uml
820371160,218566358,10007,88,uml
864812624,227105767,10007,70,uml
813879603,260174179,10007,91,uml
861427010,227219105,10007,94,uml
879882842,271496094,10007,89,uml
853200117,263042446,10007,80,uml
803001874,265851404,10007,72,uml
896941831,256789813,10007,73,uml
876290266,274174775,10007,76,uml
843237539,276535297,10007,,uml
851401958,240663215,10007,78,uml
817321666,270988380,10007,63,uml
875098110,212152964,10007,52,uml
877412605,251331660,10007,97,uml
809876825,228753731,10007,69,uml
850443744,214940818,10007,94,uml
816857194,288676923,10007,96,uml
874282145,216920347,10007,70,uml
872623494,210782571,10007,71,uml
864881640,281793137,10007,90,uml
841578253,293147920,10007,55,uml
892806947,265750524,10007,79,uml
833444457,251670249,10007,82,uml
890258002,260813919,10007,98,uml
895537300,284229891,10007,86,uml
871043968,216110046,10007,78,uml
801797361,291768839,10007,68,uml
807819896,223103833,10007,65,uml
891044332,256384415,10007,99,uml
865968099,258973454,10007,73,uml
800123668,217374280,10007,98,uml
831605080,273876775,10007,81,uml
817859627,236198102,10007,65,uml
877080154,273417641,10007,61,uml
806139423,245422872,10007,,uml
890185061,290078521,10007,64,uml
837086571,292990219,10007,96,uml
862362195,247378565,10007,66,uml
879195746,234280475,10007,75,uml
884181286,216764049,10007,78,uml
888479545,292393573,10007,81,uml
824586110,248442043,10007,84,uml
820005056,282412139,10007,,uml
816429917,280741561,10007,87,uml
807757846,272738996,10007,79,uml
846783371,228482598,10007,,uml
855897703,233202262,10007,66,uml
831455311,242816421,10007,86,uml
821731573,243582544,10007,79,uml
846063569,269353049,10007,67,uml
817953995,270257003,10007,76,uml
871359482,293958991,10007,83,uml
872104964,283889955,10007,80,uml
832881383,267694896,10007,87,uml
831195861,296739663,10007,66,uml
848627013,247887679,10007,83,uml
839650091,225900095,10007,52,uml
834490013,255087877,10007,95,uml
817530727,208635148,10007,72,uml
850288664,252625656,10007,95,uml
804042811,219513960,10007,65,uml
877608900,285349980,10007,80,uml
882897861,262911815,10007,73,uml
825388899,260582336,10007,97,uml
848510453,244072546,10007,75,uml
836907771,219723265,10007,76,uml
828758818,277445355,10007,52,uml
837175399,278611528,10007,97,uml
854057106,277539818,10007,64,uml
869980736,212552665,10007,94,uml
845751171,221467635,10007,80,uml
891417866,218020947,10007,93,uml
874344247,288476929,10007,65,uml
814781713,213077648,10007,67,uml
894157921,216939923,10007,54,uml
849913949,272022693,10007,67,uml
888147133,207922983,10007,86,uml
857329898,290095975,10007,83,uml
897086206,266725230,10007,65,uml
836430320,266315265,10007,70,uml
855805375,230760723,10007,68,uml
829403104,272143370,10007,89,uml
834469295,266539652,10007,81,uml
843980641,205433260,10007,90,uml
804777147,245641360,10007,55,uml
896808517,240363715,10007,81,uml
872684894,254063435,10007,91,uml
883358282,276769364,10007,77,uml
838392719,294725611,10007,69,uml
854218620,264769561,10007,64,uml
809509961,258415795,10007,80,uml
802298206,220399037,10007,89,uml
894669196,223992726,10007,55,uml
827088964,253028280,10007,80,uml
883406335,245447179,10007,54,uml
883658765,235788110,10007,90,uml
822999588,285013916,10007,98,uml
866916316,212697671,10007,66,uml
874319224,283553368,10007,,uml
808145942,250586979,10007,77,uml
818338601,272095158,10007,70,uml
871470901,285487639,10007,54,uml
878603300,278734071,10007,80,uml
826820136,240846457,10007,,uml
882300768,227700767,10007,94,uml
849459422,273472710,10007,77,uml
868895473,214428068,10007,91,uml
837018885,235453768,10007,60,uml
863029455,266261785,10007,77,uml
898517198,252418231,10007,69,uml
844119245,263309044,10007,73,uml
828743608,239193756,10007,99,uml
862685012,237765298,10007,55,uml
850864344,243612333,10007,,uml
811601763,272811591,10007,73,uml
839188665,240040858,10007,84,uml
851336733,215012730,10007,82,uml
801025348,220968579,10007,,uml
826237912,253577575,10007,74,uml
857517124,280558578,10007,77,uml
836945329,227892606,10007,94,uml
804749150,210318801,10007,53,uml
830312373,202649144,10007,99,uml
898896286,273638461,10007,61,uml
865563362,202206729,10007,71,uml
895261783,238670159,10007,82,uml
825609756,223264146,10007,54,uml
886648017,289689144,10007,50,uml
854699057,270264193,10007,55,uml
849709130,201510186,10007,99,uml
864557465,247068146,10007,79,uml
892227600,241113779,10007,85,uml
890577712,291892598,10007,54,uml
882649828,258686569,10007,73,uml
817620299,290993182,10007,90,uml
813898462,246871064,10007,78,uml
833316055,289951685,10007,85,uml
843240123,243666305,10007,70,uml
800798736,252218606,10007,83,uml
809469858,250373303,10007,85,uml
846238342,256859406,10007,93,uml
868558327,226348202,10007,50,uml
839745492,277269946,10007,99,uml
891746780,220893734,10007,,uml
814237182,296945623,10007,84,uml
829728893,239193994,10007,74,uml
803220084,220375802,10007,,uml
889135469,293689299,10007,93,uml
876493736,290021290,10007,93,uml
862155700,254471328,10007,,uml
810137800,206961918,10007,76,uml
848461771,244806815,10007,70,uml
857866270,299272301,10007,78,uml
826579313,223993085,10007,87,uml
824006982,274641271,10007,54,uml
898100953,250482937,10007,76,uml
891670401,220968579,10007,53,uml
843289785,215985241,10007,66,uml
853778114,214430675,10007,55,uml
822355303,201349913,10007,77,uml
872448670,240009127,10007,71,uml
846315884,225532188,10007,80,uml
824825346,294322921,10007,,uml
894557007,276602867,10007,85,uml
823141726,245673288,10007,51,uml
822311488,200419182,10007,60,uml
815960465,217840948,10007,87,uml
872521178,296161354,10007,80,uml
886590389,202902442,10007,,uml
846730131,214494267,10007,80,uml
866557808,272231952,10007,77,uml
851386675,213947266,10007,77,uml
837342289,264028091,10007,97,uml
892573428,267743643,10007,83,uml
829742080,218927999,10007,92,uml
882107893,278089116,10007,53,uml
814973081,227914907,10007,64,uml
892703866,216328631,10007,63,uml
836524637,268548571,10007,,uml
870235645,221258496,10007,84,uml
895877895,208354792,10007,93,uml
824228285,257003891,10007,64,uml
878036317,276958591,10007,98,uml
832805007,244854746,10007,85,uml
883461124,283863659,10007,77,uml
884238785,263965607,10007,64,uml
862640391,226952330,10007,54,uml
827320611,225724872,10007,63,uml
844414729,245211391,10007,94,uml
862059493,263925223,10007,52,uml
811113020,228649002,10007,77,uml
826775243,223598752,10007,83,uml
865817235,204570205,10007,76,uml
874407807,261240884,10007,86,uml
853362167,217987274,10007,90,uml
888644850,250974172,10007,,uml
872255999,229444099,10007,98,uml
805405296,223850117,10007,94,uml
898790386,211959021,10007,68,uml
821088470,289836893,10007,77,uml
824018383,228313360,10007,73,uml
846383944,271948344,10007,,uml
806954016,225589015,10007,80,uml
838561477,295940453,10007,,uml
859504399,219126827,10007,72,uml
872777736,224819599,10007,98,uml
810668835,232059176,10007,95,uml
840712485,221493424,10007,64,uml
832461429,211740044,10007,68,uml
825015762,269081945,10007,87,uml
802387508,259592631,10007,65,uml
823531786,203036566,10007,94,uml
805419348,206034374,10007,88,uml
869208692,279153601,10007,86,uml
862005852,286192841,10007,72,uml
848622220,269060917,10007,87,uml
863406295,226168201,10007,95,uml
880742737,263331878,10007,70,uml
876934789,252037050,10007,87,uml
860521189,233267235,10007,51,uml
851736398,273295600,10007,83,uml
858329489,297363589,10007,53,uml
828963200,264635567,10007,85,uml
862175519,208814294,10007,83,uml
831969098,236901364,10007,52,uml
898728839,281508885,10007,99,uml
849709990,228002200,10007,92,uml
868228519,265833516,10007,61,uml
838694754,271071911,10007,66,uml
864564996,200488405,10007,98,uml
856796812,234576578,10007,91,uml
857161805,292667129,10007,86,uml
842845198,271100284,10007,73,uml
895380481,273797049,10007,86,uml
810178428,214711400,10007,92,uml
853868379,259026515,10007,70,uml
871225849,232188411,10007,86,uml
878216465,232376391,10007,76,uml
808664035,278459973,10007,91,uml
827888973,246664457,10007,61,uml
892612097,224711087,10007,66,uml
877459705,270257003,10007,69,uml
826348770,226814293,10007,85,uml
891435103,288468603,10007,62,uml
816142121,263048656,10007,85,uml
827853433,261806988,10007,79,uml
885103735,271636538,10007,73,uml
898172464,274672112,10007,71,uml
819328347,208823396,10007,79,uml
807565476,280986010,10007,81,uml
881769618,238955908,10007,67,uml
811308435,271261742,10007,80,uml
842152740,280794431,10007,99,uml
898931408,209827300,10007,80,uml
835129340,230827553,10007,84,uml
850158406,237034485,10007,61,uml
874464831,208028603,10007,82,uml
841490217,255235576,10007,84,uml
876018149,259294759,10007,55,uml
876603679,292386427,10007,67,uml
892983288,225187053,10007,85,uml
895754402,234057478,10007,60,uml
895227838,284210668,10007,66,uml
825103794,235506338,10007,68,uml
861345397,258513967,10007,66,uml
894402823,286328757,10007,83,uml
801948473,215795681,10007,92,uml
861262106,254931232,10007,54,uml
846353018,256536643,10007,86,uml
853769346,233283792,10007,85,uml
866506254,239098286,10007,50,uml
803767176,277535753,10007,,uml
875741198,288088738,10007,60,uml
849420781,235417173,10007,83,uml
853020171,238386474,10007,91,uml
818787861,234456636,10007,53,uml
887554491,271832345,10007,50,uml
863838404,247572956,10007,64,uml
827904507,287207700,10007,53,uml
846272629,230467893,10007,99,uml
877472724,229905029,10007,89,uml
869712531,248212689,10007,92,uml
840019075,278430275,10007,92,uml
829508297,279083616,10007,79,uml
896852216,249373012,10007,95,uml
865528294,248303811,10007,68,uml
804423586,276772593,10007,92,uml
846315899,265872191,10007,53,uml
841469988,270749362,10007,72,uml
895218630,283515181,10007,74,uml
872300665,247223094,10007,95,uml
868784455,275978882,10007,75,uml
809218559,267288536,10007,,uml
867313835,202295231,10007,69,uml
840601524,295626753,10007,97,uml
877401526,275671218,10007,84,uml
808621672,215444939,10007,55,uml
817664287,221398850,10007,63,uml
897867956,231382548,10007,98,uml
878694954,264499302,10007,73,uml
838793002,298631560,10007,86,uml
814273316,267724347,10007,88,uml
885014891,273007759,10007,94,uml
878685949,296995941,10007,71,uml
876196295,201018959,10007,,uml
890838407,233407053,10007,97,uml
837494011,228313360,10007,,uml
830308240,206184945,10007,72,uml
840638623,251169732,10007,76,uml
822073184,255805172,10007,62,uml
829853989,213974625,10007,92,uml
831168483,223737369,10007,67,uml
851190037,262508749,10007,85,uml
873822431,274289100,10007,64,uml
813122088,292077102,10007,61,uml
881049509,291711106,10007,85,uml
891001226,204595404,10007,71,uml
880933824,289901709,10007,74,uml
859252154,288617588,10007,64,uml
885325361,289927833,10007,,uml
830844786,249683879,10007,74,uml
817126422,259265304,10007,67,uml
843194042,240779271,10007,53,uml
832503451,266397776,10007,64,uml
888720133,284423473,10007,99,uml
842709633,249124473,10007,,uml
834868067,249987725,10007,,uml
853501785,237516908,10007,65,uml
856396528,213387898,10007,81,uml
868577583,243600089,10007,,uml
864862870,269690560,10007,96,uml
849933692,296190062,10007,62,uml
832342804,274919153,10007,67,uml
843352743,203065979,10007,77,uml
885902050,243485599,10007,87,uml
850199882,212701672,10007,70,uml
817569489,204502126,10007,81,uml
880837769,206772052,10007,71,uml
891869269,265289905,10007,71,uml
816025343,290086934,10007,55,uml
822392276,226889606,10007,72,uml
888186167,281380643,10007,93,uml
853300244,213104508,10007,99,uml
819850716,284742371,10007,72,uml
892928702,247289225,10007,,uml
807723710,264893055,10007,94,uml
872711388,272941108,10007,98,uml
823969728,218059480,10007,90,uml
882685341,201054131,10007,64,uml
877384184,262274162,10007,86,uml
869666280,251430843,10007,90,uml
890337299,202627318,10007,95,uml
822347364,264724383,10007,79,uml
867435756,228448521,10007,71,uml
813507656,280209373,10007,79,uml
895724061,292828442,10007,88,uml
829576695,289988200,10007,91,uml
897847467,264345069,10007,93,uml
822779087,236823448,10007,98,uml
881064411,228474848,10007,99,uml
809229559,236057228,10007,73,uml
822231525,219845888,10007,71,uml
842392794,297153057,10007,75,uml
846350206,285313335,10007,,uml
864088419,267315191,10007,92,uml
884985619,219153758,10007,84,uml
869226714,227786379,10007,70,uml
832930872,206321059,10007,82,uml
875300720,267062637,10007,86,uml
805273274,280729972,10007,84,uml
806153303,289053290,10007,87,uml
883273524,299689076,10007,90,uml
868449634,224349105,10007,97,uml
826648458,224962690,10007,93,uml
887008044,266895479,10007,89,uml
881654032,260852091,10007,89,uml
865751762,294890792,10007,90,uml
824523905,201228065,10007,83,uml
891006507,277394310,10007,93,uml
839372081,215989302,10007,,uml
833610186,253452855,10007,65,uml
860496022,242347075,10007,69,uml
889765120,268046919,10007,91,uml
837412146,293131402,10007,63,uml
883699879,274806714,10007,,uml
893505980,229442460,10007,,uml
835455143,284848918,10007,67,uml
841789377,295426969,10007,90,uml
815894317,207923403,10007,55,uml
808490987,233886782,10007,,uml
888956173,203686042,10007,52,uml
840368713,200677445,10007,95,uml
840660529,273461551,10007,96,uml
837814255,212954178,10007,83,uml
876584543,219283638,10007,68,uml
842949925,219407669,10007,51,uml
877281095,237379216,10007,50,uml
858728762,202678755,10007,73,uml
872978183,205902199,10007,85,uml
800216402,206218654,10007,78,uml
876296294,236831469,10007,92,uml
871940371,294584856,10007,99,uml
872118051,240427068,10007,80,uml
898158528,268246986,10007,98,uml
827417776,256407646,10007,51,uml
876107264,292850437,10007,,uml
892167514,212241064,10007,53,uml
890254384,276900482,10007,89,uml
877401301,247078037,10007,98,uml
884649583,292831696,10007,87,uml
840523440,217976216,10007,52,uml
842952480,292781160,10007,96,uml
895254435,275614725,10007,75,uml
814489145,247900017,10007,77,uml
822857684,262433778,10007,60,uml
864600619,242840025,10007,89,uml
880462105,268650214,10007,72,uml
895606679,213895490,10007,,uml
884270138,270972403,10007,51,uml
847038754,277119731,10007,85,uml
858099164,295962868,10007,,uml
811656358,274682257,10007,86,uml
883393629,280175428,10007,66,uml
834917479,203520380,10007,71,uml
809272178,284619230,10007,50,uml
807857969,280677871,10007,90,uml
871720627,249882774,10007,,uml
862852440,263039339,10007,60,uml
885933209,271443966,10007,82,uml
861262443,247392571,10007,79,uml
858231812,276943159,10007,80,uml
880470995,297408500,10007,94,uml
846105377,229217860,10007,61,uml
828422236,232962086,10007,71,uml
880926725,295372866,10007,76,uml
803673861,241737187,10007,52,uml
817942513,229000042,10007,84,uml
882894626,229677146,10007,,uml
871906176,249346166,10007,70,uml
882364380,261293562,10007,63,uml
897647276,256230725,10007,65,uml
846582864,240020298,10007,52,uml
866614017,243771263,10007,93,uml
856391043,217671108,10007,72,uml
896401302,261521009,10007,99,uml
800121223,251393862,10007,63,uml
837907258,265775097,10007,52,uml
873827777,283402435,10007,70,uml
893794362,289411644,10007,62,uml
830036423,217260711,10007,64,uml
820002775,258434664,10007,86,uml
883171247,246748071,10007,86,uml
886083753,251200829,10007,82,uml
853990133,271723482,10007,75,uml
808290039,279922327,10007,61,uml
890161597,274889836,10007,99,uml
839854211,247521299,10007,96,uml
815044898,294396865,10007,81,uml
839282487,287367570,10007,99,uml
812725226,202754756,10007,85,uml
892770751,223151359,10007,89,uml
862983725,225260775,10007,62,uml
810602205,205986618,10007,55,uml
804994550,275271156,10007,50,uml
836332215,225348938,10007,74,uml
880640940,293292629,10007,95,uml
894516759,265166006,10007,97,uml
814351465,228732567,10007,76,uml
898218021,269919091,10007,53,uml
800405005,294465746,10007,51,uml
874026890,287624411,10007,87,uml
838043194,211850982,10007,75,uml
848351384,262167751,10007,78,uml
830151073,278266460,10007,69,uml
880798021,254672726,10007,83,uml
893959989,274338103,10007,50,uml
883146172,261785863,10007,93,uml
869203373,224726045,10007,55,uml
821321746,228418460,10007,66,uml
868475631,263968864,10007,54,uml
817738181,271076083,10007,88,uml
850964325,226510400,10007,76,uml
866131800,217264329,10007,66,uml
855376004,283650533,10007,85,uml
871130625,255464606,10007,72,uml
862097987,276043459,10007,60,uml
880442720,228706295,10007,86,uml
880455320,249559846,10007,92,uml
862677945,216109457,10007,64,uml
899251788,241910380,10007,,uml
844878721,299542391,10007,71,uml
851297117,276468378,10007,62,uml
802398776,248681979,10007,55,uml
880062634,253038977,10007,,uml
893135458,230917987,10007,99,uml
868118867,299370294,10007,,uml
826302664,279345780,10007,84,uml
833528496,222511957,10007,84,uml
870374553,233335020,10007,60,uml
830281220,257119944,10007,50,uml
828704782,297324391,10007,69,uml
884302824,292369237,10007,87,uml
871677255,202040276,10007,73,uml
837479326,295996393,10007,87,uml
895768069,219197918,10007,62,uml
838173280,286971618,10007,80,uml
804073176,275870483,10007,,uml
887740159,265758226,10007,97,uml
814601437,237092304,10007,86,uml
823847943,295578367,10007,85,uml
853703909,209045175,10007,78,uml
898435171,265769973,10007,85,uml
836885721,280781538,10007,,uml
875746343,293264790,10007,66,uml
866532316,282515961,10007,95,uml
854967537,235402739,10007,97,uml
820207096,205791876,10007,91,uml
892192710,223005615,10007,95,uml
876988414,215852038,10007,61,uml
802004028,238144171,10007,63,uml
805196943,257370953,10007,74,uml
885156157,263473114,10007,63,uml
832560306,219316088,10007,85,uml
834538527,288218027,10007,84,uml
822859285,258165332,10007,64,uml
881725426,234422210,10007,75,uml
897628971,251724803,10007,76,uml
875622537,246547377,10007,67,uml
821361897,261948795,10007,53,uml
806816270,250421564,10007,91,uml
826904770,274600968,10007,,uml
877564888,217840948,10007,53,uml
887756762,224600349,10007,73,uml
831857131,249761144,10007,73,uml
855223566,287371274,10007,80,uml
800561003,275098495,10007,61,uml
836678758,247218063,10007,63,uml
866906713,283103923,10007,85,uml
895786773,219667007,10007,95,uml
814473623,213484538,10007,95,uml
837868941,201880573,10007,67,uml
899465373,226925336,10007,72,uml
863126650,289689347,10007,89,uml
805869066,208682144,10007,95,uml
861266019,251557123,10007,92,uml
847789261,211942552,10007,,uml
880678366,275878588,10007,65,uml
869300137,204378537,10007,67,uml
852448831,295320015,10007,54,uml
820906023,214335485,10007,77,uml
850271955,295209005,10007,,uml
873781926,200675836,10007,73,uml
820947879,262514169,10007,87,uml
883547497,237306267,10007,62,uml
812531842,201748354,10007,68,uml
856014148,241223426,10007,,uml
831296123,278238558,10007,89,uml
882302059,268411255,10007,65,uml
857669689,298213006,10007,66,uml
803372194,237249107,10007,95,uml
844464597,220522761,10007,53,uml
822987726,266717841,10007,78,uml
832815148,224425267,10007,65,uml
806623310,299217404,10007,70,uml
821521207,214701413,10007,62,uml
822127882,246283006,10007,51,uml
881006244,233740891,10007,74,uml
815671203,296198223,10007,95,uml
888227622,253307452,10007,,uml
819496458,232645044,10007,81,uml
871296718,281750418,10007,86,uml
870679512,298834336,10007,62,uml
887203392,259795229,10007,,uml
852107058,277758189,10007,90,uml
846836015,265769973,10007,63,uml
898390376,244608219,10007,53,uml
886919902,291041980,10007,75,uml
862244714,212509104,10007,88,uml
805915022,260599330,10007,64,uml
864917664,210749807,10007,65,uml
869442571,232323669,10007,88,uml
867225363,296515389,10007,78,uml
885913453,264666786,10007,77,uml
861976359,273213188,10007,61,uml
857088297,275569271,10007,70,uml
876310155,250067776,10007,79,uml
838595347,200433422,10007,76,uml
880082850,282581400,10007,52,uml
862293996,215884277,10007,80,uml
837915459,295137726,10007,84,uml
883341064,227089614,10007,69,uml
896639959,211156486,10007,53,uml
816852876,243101909,10007,63,uml
869798516,209830596,10007,62,uml
828705570,296928663,10007,67,uml
895245253,242375004,10007,70,uml
842134784,218804545,10007,,uml
803846166,221688011,10007,50,uml
835682332,277641235,10007,79,uml
820476302,291359926,10007,85,uml
833033078,272408547,10007,85,uml
896915838,236514878,10007,78,uml
842338224,246067054,10007,96,uml
845753412,213438239,10007,53,uml
870042648,290267333,10007,86,uml
868089416,295339859,10007,53,uml
838183393,266067068,10007,61,uml
801045518,225872814,10007,,uml
885918251,230564953,10007,84,uml
847915425,232109562,10007,82,uml
853390660,238672004,10007,87,uml
810834410,261492412,10007,51,uml
896177361,200268620,10007,54,uml
825305486,297487073,10007,76,uml
837760027,221701305,10007,74,uml
807595232,201399789,10007,97,uml
870332099,215131509,10007,96,uml
871205288,290299298,10007,86,uml
827108009,219273931,10007,81,uml
891770859,228060108,10007,,uml
812581828,299351932,10007,,uml
866145037,253339425,10007,86,uml
869795663,269719397,10007,97,uml
805333412,285977489,10007,95,uml
820733291,256024972,10007,,uml
865819797,227857951,10007,79,uml
824257492,275845185,10007,78,uml
878021690,207880894,10007,75,uml
889795175,220898107,10007,86,uml
884127148,257492942,10007,84,uml
822996991,227771441,10007,90,uml
835528804,293110663,10007,,uml
860764735,217395799,10007,52,uml
830424995,256684669,10007,62,uml
894339535,236416045,10007,52,uml
864309706,237914385,10007,67,uml
890197292,270618430,10007,,uml
829067536,216253228,10007,62,uml
811447973,215167282,10007,64,uml
882605985,249717918,10007,66,uml
830622695,291438823,10007,69,uml
823094716,205834454,10007,82,uml
837309724,296835380,10007,82,uml
815130238,209443849,10007,76,uml
881877870,242050793,10007,62,uml
809636168,278318000,10007,97,uml
873980160,258679894,10007,55,uml
840463464,227922933,10007,89,uml
837094196,256065515,10007,67,uml
854278898,220256360,10007,68,uml
864935799,243009773,10007,94,uml
888542392,297153057,10007,91,uml
814476694,288906881,10007,,uml
825893372,259940143,10007,84,uml
821486602,273247764,10007,80,uml
894960131,220522761,10007,64,uml
812683163,214296641,10007,63,uml
811358112,264438371,10007,54,uml
817690318,266746185,10007,53,uml
838272418,229617344,10007,54,uml
890715348,204522120,10007,76,uml
883890449,288144743,10007,66,uml
855627159,233269707,10007,83,uml
859663969,295578367,10007,73,uml
856005090,268068068,10007,52,uml
853019728,246691146,10007,51,uml
874583337,280281734,10007,,uml
827340536,230140987,10007,92,uml
820445169,277294167,10007,73,uml
844472826,250221647,10007,,uml
811702814,244043132,10007,66,uml
815920436,232880079,10007,62,uml
818805483,251295611,10007,89,uml
874546952,275408239,10007,88,uml
833074041,226104500,10007,81,uml
801118188,278559394,10007,98,uml
835784189,296091593,10007,69,uml
807556948,297045968,10007,55,uml
868242846,212870213,10007,86,uml
897223486,296448043,10007,99,uml
842565918,212554961,10007,91,uml
807184824,219753143,10007,63,uml
807395716,264875065,10007,85,uml
824523846,229037618,10007,93,uml
817249499,203018989,10007,74,uml
823519997,236902662,10007,99,uml
835171985,218807247,10007,,uml
813354724,238672004,10007,60,uml
863993487,238443612,10007,62,uml
864451929,284259726,10007,75,uml
832726932,222593387,10007,78,uml
865378465,275358443,10007,61,uml
808530401,261554204,10007,50,uml
828876108,254108356,10007,50,uml
800643782,213438239,10007,62,uml
864239761,287571804,10007,81,uml
888690272,276770924,10007,73,uml
889994486,285362520,10007,64,uml
886404431,205889102,10007,50,uml
870565199,255232746,10007,80,uml
829641612,254414004,10007,,uml
830381821,241879319,10007,54,uml
845559888,272564392,10007,89,uml
817772343,261504850,10007,62,uml
851012782,299864353,10007,55,uml
868165977,259487455,10007,,uml
893246507,215097829,10007,94,uml
817818487,228175276,10007,54,uml
857045422,222731367,10007,93,uml
850533786,200720501,10007,83,uml
866126812,252451136,10007,87,uml
851790674,232151893,10007,66,uml
815638197,290637334,10007,83,uml
859851494,202295231,10007,,uml
807855445,279305272,10007,66,uml
818516269,251393862,10007,,uml
867884079,280666337,10007,55,uml
815164936,274666293,10007,87,uml
813998202,226807551,10007,51,uml
861249445,266315265,10007,,uml
877696044,203330678,10007,60,uml
