no,sid,tid,cid,score
507323188,868142547,272672047,10041,50
509139433,810001652,225710116,10041,50
509330412,825060296,224398812,10041,50
509420810,829745126,236585379,10041,50
509575414,899962407,278743857,10041,50
510274148,806127205,264656256,10041,50
510503651,855550665,264690946,10041,50
511439512,843623915,253162853,10041,50
512459462,863626437,246211660,10041,50
513075246,866863218,214437475,10041,50
513788453,860472873,276821066,10041,50
514045696,865718399,237898769,10041,50
515334891,802647102,299948362,10041,50
515450490,830264865,215701890,10041,50
516088405,841693965,201083165,10041,50
516172582,883463692,224418345,10041,50
516333850,875824230,298060216,10041,50
516354111,825893372,210469124,10041,50
517535012,809863078,279361631,10041,50
518803363,885885475,297499071,10041,50
519534979,897637499,209619097,10041,50
519833566,831685478,250586979,10041,50
520408801,899919926,268411255,10041,50
520843193,830841578,208111833,10041,50
521381558,852678753,267453222,10041,50
521611438,806548718,269363902,10041,50
521819539,893500153,234670907,10041,50
521939504,869042454,274280555,10041,50
522208445,883399373,247363792,10041,50
522471491,878929099,252235513,10041,50
522733484,835847476,293845247,10041,50
524135544,879568448,271974347,10041,50
524239408,821184357,270673820,10041,50
524992183,880797918,242882118,10041,50
525848649,810298648,205575097,10041,50
526559118,835158765,247485333,10041,50
527003756,884274813,266706303,10041,50
529440219,837377749,257729345,10041,50
529512479,891274132,219181797,10041,50
533561979,887314780,246511513,10041,50
533818476,866549969,237342119,10041,50
534138039,831634223,266828072,10041,50
534168424,838984356,256424561,10041,50
534863960,873235513,285165792,10041,50
535235972,845460944,226680386,10041,50
537871175,844025859,284076607,10041,50
539174165,826604465,251781747,10041,50
539516702,876434943,278940204,10041,50
539937502,884018148,232630562,10041,50
543647609,843487449,206738799,10041,50
545371842,861044258,245898951,10041,50
546281128,802900617,204316056,10041,50
546555674,810686146,233422966,10041,50
546916880,893210740,205641386,10041,50
547049872,870487311,218013045,10041,50
547904913,842964806,298269189,10041,50
548597096,868421285,290916525,10041,50
548648176,810287312,218126983,10041,50
549100380,838108428,272113973,10041,50
549339244,802266897,213250492,10041,50
549393236,801039875,269832444,10041,50
551459463,853658649,225214587,10041,50
552205400,880067992,251012631,10041,50
553067425,831523791,281009458,10041,50
556159140,880585661,275833624,10041,50
557123598,808940856,291678612,10041,50
557143088,873738355,216431998,10041,50
559972194,898684923,282305781,10041,50
562020917,826246435,252458030,10041,50
563827983,847275719,225933009,10041,50
563988038,874895721,203342668,10041,50
564169705,842932961,255532686,10041,50
564937896,875342291,259274909,10041,50
565147696,827374132,298281601,10041,50
566491056,810903042,217747332,10041,50
569083172,848887634,276737962,10041,50
569259668,844132132,200721791,10041,50
570978343,841611424,260852091,10041,50
571741104,893526781,244659971,10041,50
572163364,830340653,217801586,10041,50
572327046,851531747,211075343,10041,50
572923063,823154917,225260775,10041,50
575035681,831008160,246613476,10041,50
575153022,832935912,240527762,10041,50
575154639,888073033,268023545,10041,50
577137698,806548718,259165131,10041,50
577866510,897049759,296298452,10041,50
578808038,871349423,295364682,10041,50
579740305,867682187,243851688,10041,50
581076292,842780666,265789514,10041,50
581104627,812468144,294884645,10041,50
583411932,846255252,262994228,10041,50
583620505,884704621,281694813,10041,50
585579190,826334337,290830605,10041,50
587056820,806478461,268549914,10041,50
587456452,831142317,220152124,10041,50
587867507,884011631,232839637,10041,50
591709668,889545215,272196134,10041,50
591990853,885892630,284349362,10041,50
592918890,875168333,202709927,10041,50
593567105,895901831,205005341,10041,50
594231724,829230862,206995073,10041,50
596131040,854454842,201840372,10041,50
596151242,832382344,274319008,10041,50
596368659,830329067,299445499,10041,50
596501585,886244949,222965766,10041,50
596951558,877693870,276307538,10041,50
598825562,871251403,249826102,10041,50
599007045,807653193,246547377,10041,50
501050599,832663023,271922439,10042,50
501097951,884189374,214917651,10042,50
502483242,887150338,232413560,10042,50
503642381,834734324,282238876,10042,50
503716171,886406094,206773165,10042,50
504886522,861567097,205248564,10042,50
506033207,817770910,265324982,10042,50
506148696,806159969,251763975,10042,50
506416738,842336076,201850217,10042,50
509401822,848174598,272472390,10042,50
509455340,884484948,205706665,10042,50
509473701,861928524,211078236,10042,50
511849492,853772652,261554204,10042,50
512673903,866251873,228918706,10042,50
512971170,814218522,203021544,10042,50
513539461,891426536,212243891,10042,50
514305573,885507122,233085475,10042,50
515081638,819178623,201431045,10042,50
515462137,806369475,265330394,10042,50
515785893,893005654,268897109,10042,50
515962548,803427802,283365035,10042,50
517073750,866872065,270991974,10042,50
518839730,870571460,294671665,10042,50
519460872,824342338,292096566,10042,50
520287319,827712794,252901106,10042,50
520705922,855722870,270463679,10042,50
520998624,875466655,243252458,10042,50
523473112,836494794,255928193,10042,50
524183867,803577113,212446488,10042,50
524605939,891865728,249725588,10042,50
524722106,814213646,253025439,10042,50
526002240,810785582,231340026,10042,50
526135243,878472379,275189327,10042,50
526596363,838761845,215398779,10042,50
527367650,865530612,286215510,10042,50
527512486,852286246,240549524,10042,50
527700544,877987381,270281470,10042,50
529134896,873786445,271323559,10042,50
531551272,803789621,267304738,10042,50
532216366,860705353,229850446,10042,50
532464964,844661378,297595178,10042,50
532495019,819902505,238577634,10042,50
532918109,817382181,223702579,10042,50
533348000,839017773,227152147,10042,50
533851163,871395175,232449558,10042,50
534304388,830210436,254828705,10042,50
535098421,834290148,242375004,10042,50
535149790,827119337,254878149,10042,50
535350284,880332163,264905814,10042,50
537788001,871061126,252812169,10042,50
542076821,899606508,210597185,10042,50
543418614,887257085,275905511,10042,50
543792516,887553965,292667129,10042,50
544083160,881305622,261402689,10042,50
544433772,863820264,246911035,10042,50
544509069,836355481,246192337,10042,50
545549152,805717758,297358253,10042,50
546020953,852768048,253106605,10042,50
546440009,867699118,255262177,10042,50
547323001,866440275,236986744,10042,50
547473802,864899508,259648817,10042,50
547856933,878160783,209116510,10042,50
548390663,849458666,237729226,10042,50
549024849,877849427,296562789,10042,50
549087918,819659703,241666801,10042,50
549384872,860660547,272743689,10042,50
549692900,821435353,216994688,10042,50
550505782,808870849,249176501,10042,50
552497997,817271466,271954696,10042,50
553673150,850541141,202508275,10042,50
553687027,873980283,276151337,10042,50
554349474,837815979,232598881,10042,50
554589466,809459357,264988361,10042,50
558016755,852967116,290265401,10042,50
561841967,804320613,279743774,10042,50
562334683,884441599,211860806,10042,50
562488744,892829944,227826334,10042,50
562910962,855727911,213947266,10042,50
562965123,855168734,297802331,10042,50
567014001,801103462,206593081,10042,50
567122700,888022051,236172680,10042,50
569018187,898698337,273787526,10042,50
570049724,891806894,285787573,10042,50
570221331,866348716,286866590,10042,50
571858006,870278431,238837874,10042,50
571971249,824371440,201763996,10042,50
572221987,804300552,251347901,10042,50
572227677,837280293,280407858,10042,50
573378455,876482178,226025176,10042,50
573527502,823775763,222419457,10042,50
574202199,866590635,270158586,10042,50
574337067,801367699,288464191,10042,50
575056782,876508702,226168201,10042,50
575146054,801050022,282243112,10042,50
575415434,842975442,247481055,10042,50
575971251,899753866,227857951,10042,50
576448355,814423850,291816845,10042,50
577124964,883874192,292999236,10042,50
577555841,827259759,211770078,10042,50
578744220,834011578,291230431,10042,50
579571341,888621507,226679828,10042,50
580305236,814831437,257560054,10042,50
580376765,815714854,245689731,10042,50
581197075,885035810,275434690,10042,50
581490907,873837892,272561921,10042,50
581952609,808749378,237940270,10042,50
582995051,857283175,278298987,10042,50
584623892,844469753,210166792,10042,50
586187128,868991911,276054745,10042,50
586545139,863607976,290810140,10042,50
587264670,843305046,236754299,10042,50
588048789,803428606,245542572,10042,50
588175279,899990148,240529524,10042,50
589195629,836959875,207657102,10042,50
589379244,878526227,246304794,10042,50
591073923,885206809,299426185,10042,50
591474907,893662815,201731585,10042,50
591485015,894265127,235921959,10042,50
592880372,800263611,230905151,10042,50
593473330,858426755,233915142,10042,50
594679585,825448605,261819548,10042,50
595755724,822372828,273983643,10042,50
597090446,838078058,290573001,10042,50
598364632,865661849,289565767,10042,50
598613856,854904831,200515902,10042,50
598902482,861341561,283116421,10042,50
598992596,869356058,211166517,10042,50
599047919,845094414,232095250,10042,50
599189551,819475070,267491569,10042,50
599684300,891565071,265766682,10042,50
599693943,859154084,298397730,10042,50
599869093,871745209,270466621,10042,50
500482434,829455475,296179252,10043,50
501678550,852514392,254342857,10043,50
503895384,876280766,233601789,10043,50
504130263,872591958,204713592,10043,50
504864837,822287842,274641271,10043,50
505268911,845403597,247867209,10043,50
505602982,801515949,209246014,10043,50
505976183,882177629,230713115,10043,50
506155870,836098621,251224645,10043,50
506944626,866711085,231381892,10043,50
508148609,820650453,223108071,10043,50
508903903,832719624,234068814,10043,50
509697407,861795101,291730283,10043,50
510550346,847975242,237152257,10043,50
511555003,864714678,201076369,10043,50
511572129,886077539,261944725,10043,50
512477728,814214977,205887732,10043,50
513018251,845155325,257366314,10043,50
513084061,825623584,218770320,10043,50
513298337,868744652,247143327,10043,50
515227801,845797095,222607741,10043,50
516212926,869899743,262015095,10043,50
516698632,802945098,216552725,10043,50
516761372,830854863,279883788,10043,50
517073220,837643449,208848544,10043,50
517700443,803076234,255018548,10043,50
520045118,830461535,253213891,10043,50
520118220,894463414,262192079,10043,50
522203962,832244953,268163259,10043,50
522449346,831722401,238837874,10043,50
524751251,856822044,291811403,10043,50
524809121,862810088,235106829,10043,50
525903706,862265977,268473478,10043,50
528202948,865507919,291208865,10043,50
530137204,818516405,293451316,10043,50
530953366,873222909,254339088,10043,50
531165677,885624035,277175774,10043,50
533134134,822246355,200874706,10043,50
534143594,874898832,201479773,10043,50
534882793,872010329,239193756,10043,50
534980822,868107026,200005322,10043,50
535210574,846892725,213382206,10043,50
537408404,846590194,292814347,10043,50
537422253,805366921,285170374,10043,50
539478801,872243135,227074937,10043,50
541324401,851567107,263981092,10043,50
541682210,851875781,245272262,10043,50
543252417,840449762,246435150,10043,50
543601831,884907540,268023545,10043,50
543751461,881416270,267955432,10043,50
545819376,820075708,247906927,10043,50
545910904,818165661,257366314,10043,50
546279888,871679854,238952104,10043,50
547905390,889573977,267213316,10043,50
548313444,832326426,293141747,10043,50
548457206,808745536,232830607,10043,50
549260967,825266598,228395712,10043,50
549372396,874427539,273764881,10043,50
550060543,846173151,288381251,10043,50
550346623,887154107,201474480,10043,50
550705202,810841365,218537463,10043,50
551307173,863388678,287473973,10043,50
551360609,839442100,276061884,10043,50
551426253,820793227,289142459,10043,50
551436376,829067536,206606166,10043,50
551665802,808014476,269544244,10043,50
552033350,819216314,223005705,10043,50
552551269,877365557,267831239,10043,50
554320300,888992248,251130979,10043,50
554383353,861277609,293634305,10043,50
554703104,840249473,251777480,10043,50
554872364,852620841,247871156,10043,50
557408583,871082584,260934534,10043,50
558218241,866911065,216911836,10043,50
558620239,880856233,264177487,10043,50
558995671,887930644,291230431,10043,50
560160763,836061255,253982768,10043,50
560302480,820223370,255087877,10043,50
564041148,835653660,230282224,10043,50
564261770,850820270,253839672,10043,50
564474726,853302583,214771441,10043,50
564926049,856662611,223879409,10043,50
565155429,849370587,223005705,10043,50
567507694,890455108,288599745,10043,50
568138788,898673553,267529775,10043,50
568833585,801690565,282523076,10043,50
569031661,894815113,271553366,10043,50
570371750,884427160,223132718,10043,50
570521615,895140792,286033484,10043,50
571080260,840194931,264071013,10043,50
571462060,842054560,269666643,10043,50
571541187,842263599,223425655,10043,50
574873070,811494076,285809479,10043,50
575322559,813464386,229850446,10043,50
575844744,865380331,249658422,10043,50
577040107,890537127,296167059,10043,50
580155667,859384068,276876719,10043,50
581721102,895340645,258507859,10043,50
582868772,841645312,259643483,10043,50
582999570,844739336,202793965,10043,50
583072592,893412066,234689741,10043,50
583122214,823577076,225663470,10043,50
583594610,858004112,249071363,10043,50
584452285,814238983,221624674,10043,50
585815109,886412709,298269189,10043,50
586220094,854724060,263880387,10043,50
586567176,876641492,271192340,10043,50
586874493,838460243,255386424,10043,50
588505776,857650977,242050793,10043,50
591129198,858680309,231520851,10043,50
591570629,828363817,252823270,10043,50
592229748,877617041,291765794,10043,50
592341205,857745939,238148457,10043,50
592990282,849834003,281334705,10043,50
595816696,879815228,281380402,10043,50
597898582,882866752,296340233,10043,50
500216063,806339544,215600472,10044,50
501223779,895291101,254847664,10044,50
501265287,841799082,232813950,10044,50
501562595,809800940,205770822,10044,50
502932728,861350363,208600473,10044,50
503124617,811526802,298295630,10044,50
503153929,808533743,233219733,10044,50
503926892,810499178,217411830,10044,50
506848584,854549881,226952330,10044,50
507295289,857520682,258720209,10044,50
507299364,885238101,200047819,10044,50
509363090,884721752,288491206,10044,50
509691083,855726432,268765628,10044,50
510235768,836907771,252812169,10044,50
513190798,830537643,254346593,10044,50
513667349,856296081,233028147,10044,50
514221451,874403209,249248486,10044,50
515802570,840838654,238183350,10044,50
516079408,810337058,275574973,10044,50
516141272,889168150,262192079,10044,50
517134787,842654267,252559977,10044,50
518725514,873171271,226698931,10044,50
518863180,829851352,224858808,10044,50
520608102,874403209,252237879,10044,50
520663684,863231293,275009538,10044,50
520759280,875651468,278730479,10044,50
521286742,885622794,254650146,10044,50
523746431,845441862,224934335,10044,50
524176977,891100192,286027112,10044,50
524649014,801407609,247539804,10044,50
525036012,811177318,286088623,10044,50
525079613,861274261,252734207,10044,50
525569251,806497804,277389339,10044,50
526251753,865202231,214676138,10044,50
528494861,839780147,200755867,10044,50
529385059,879520328,266286582,10044,50
530111742,806224986,275503419,10044,50
530165758,886073288,270171961,10044,50
530513642,834729373,298249892,10044,50
531952221,843784506,297606307,10044,50
532566013,871054117,228152383,10044,50
533252945,868286164,205865129,10044,50
533274703,868433107,275540968,10044,50
535386308,843916231,275613379,10044,50
535664434,804945688,235008491,10044,50
535895266,833756697,285926378,10044,50
537772859,880755463,217096790,10044,50
538008733,801693440,283965357,10044,50
538525289,841944713,223268520,10044,50
543458832,832002944,277801140,10044,50
543517939,842468987,256364887,10044,50
545354435,816461125,221995543,10044,50
546560261,817250462,200225875,10044,50
546704023,859101374,233985037,10044,50
547483798,816554364,202257736,10044,50
548769333,888684924,275817466,10044,50
549347455,866322606,217665588,10044,50
550247428,866524601,251908647,10044,50
551464342,832213228,232071700,10044,50
552432900,847997654,235877898,10044,50
553850281,819763437,208851071,10044,50
554032326,870977953,275409766,10044,50
554296995,855776743,212872629,10044,50
554367522,897592454,229042327,10044,50
554560056,868023552,271249464,10044,50
554715367,817046742,295145829,10044,50
555709989,827751860,282159080,10044,50
558822014,867211696,296820183,10044,50
558908919,894240862,224262424,10044,50
559258198,810926701,248024605,10044,50
559513695,894239156,246305809,10044,50
559899769,818826810,204862566,10044,50
561028291,831328569,265311947,10044,50
562209337,887799427,235131178,10044,50
563165047,836881614,232880079,10044,50
563216640,883069558,221929393,10044,50
563708428,889168150,259117572,10044,50
563940420,855661903,269423364,10044,50
564936786,847150972,273148798,10044,50
565419707,895323680,265775097,10044,50
567490341,800993977,221904266,10044,50
568492856,829965197,288075913,10044,50
568597639,864374878,291208865,10044,50
568660744,823600261,296379480,10044,50
569343125,820573892,220593591,10044,50
569613838,898025568,290389378,10044,50
569686840,802618740,219381220,10044,50
571818641,816500144,288033928,10044,50
572793988,812585943,253036489,10044,50
573616082,837707566,208007281,10044,50
573649243,830488901,227425671,10044,50
575747823,806886305,209153111,10044,50
575849866,817876321,227530200,10044,50
576076783,810911533,233466073,10044,50
576438059,864317424,261755708,10044,50
576659155,812739568,296790111,10044,50
576963572,859583746,232247412,10044,50
577397768,831826816,203186462,10044,50
578878310,892409819,270559566,10044,50
579502324,849452710,221876954,10044,50
581185208,806792392,256953982,10044,50
581208362,840320829,254055839,10044,50
581243222,845966193,209268381,10044,50
581610944,860912903,257338000,10044,50
583516229,837033148,223120923,10044,50
584463568,824301279,256589048,10044,50
584820302,839368206,201805225,10044,50
585249886,801452514,224727974,10044,50
586978911,812774891,288747877,10044,50
588411199,810973331,252296261,10044,50
589043509,881395171,230053066,10044,50
590801956,803474225,204570205,10044,50
591147682,865409885,228427954,10044,50
591522220,899326698,269329070,10044,50
593922504,894784880,212463753,10044,50
594704599,812634470,206842358,10044,50
596788505,833967317,208620686,10044,50
597397856,827340924,285042706,10044,50
597553513,858036424,238001793,10044,50
597624543,860939063,266263992,10044,50
598071755,860799764,202444299,10044,50
598793960,855452653,290613432,10044,50
598845137,897933275,285258927,10044,50
599063717,833318565,295221445,10044,50
599994517,873361101,252119210,10044,50
502070074,801794154,287091058,10045,50
502460620,868302215,299491198,10045,50
502773924,823133006,237991816,10045,50
503541278,804164243,260268681,10045,50
504100335,809458706,218611537,10045,50
505142309,800958230,259536572,10045,50
505852169,858310424,295967637,10045,50
506005665,804204113,202803805,10045,50
506514443,815427176,282785721,10045,50
507456575,885157825,232144287,10045,50
508197871,840764004,240838948,10045,50
510084683,885528838,252840899,10045,50
512777951,890399713,200102901,10045,50
514369021,812933849,221419457,10045,50
514910215,835367684,244438969,10045,50
515146133,804684199,281487310,10045,50
515290949,850583316,278611528,10045,50
516274366,834888565,206822448,10045,50
519319562,825296639,203746399,10045,50
519886365,875360913,285519868,10045,50
520333747,830786700,271035092,10045,50
524754498,832525927,277038836,10045,50
525060923,882409842,265720451,10045,50
526218261,854559699,239225321,10045,50
526891424,836814005,242143074,10045,50
527861560,869319482,290515189,10045,50
529575570,856183174,269403067,10045,50
529883984,841866992,220455551,10045,50
531188870,810588289,211416217,10045,50
531361233,818608160,291490675,10045,50
532014402,880489144,230224490,10045,50
532042455,882495222,269271717,10045,50
540097131,853707654,241458508,10045,50
540897265,830784656,272891344,10045,50
541859652,896096551,203180497,10045,50
542315606,859983931,210595288,10045,50
543130422,850084348,271035092,10045,50
543184889,836804528,224671622,10045,50
544309945,835827894,239700839,10045,50
544487448,890718771,264024214,10045,50
544739417,865283357,256929712,10045,50
545804307,830509654,274337703,10045,50
546316664,856846486,264565518,10045,50
548760707,843091242,247948563,10045,50
549367520,810791553,218440500,10045,50
550385785,838382637,245190684,10045,50
551768840,885702154,262868431,10045,50
553241793,872714649,217076983,10045,50
553430309,817329279,206882175,10045,50
554097708,810490360,299075746,10045,50
554436364,852375182,219053346,10045,50
554540070,881064411,204607608,10045,50
555714034,868424755,232577951,10045,50
556596809,852754391,288145596,10045,50
557000573,870694984,296701088,10045,50
558664037,889732753,207162554,10045,50
558902530,816624135,273844821,10045,50
560261493,878228625,230917987,10045,50
560905875,887790317,257941400,10045,50
562739536,816751332,291119106,10045,50
562906710,818814397,261605290,10045,50
565805421,888408540,269219115,10045,50
566039589,860508244,251562436,10045,50
566187736,855596918,260268681,10045,50
567815985,873235513,245694841,10045,50
568563423,829778303,235126066,10045,50
569054284,866250145,227540061,10045,50
569269148,881688682,259736210,10045,50
569345061,880840355,269423364,10045,50
570843601,854069183,293852753,10045,50
571211971,827689762,219454106,10045,50
572317464,818257735,294725611,10045,50
572436973,832669457,213802034,10045,50
574669378,809916803,208085654,10045,50
575502280,887512236,216699696,10045,50
576553192,826110374,297595178,10045,50
577021671,843126849,280611188,10045,50
580391207,845423391,282412139,10045,50
580452033,868132933,202154964,10045,50
581488156,840601747,252691726,10045,50
581671685,813007588,288738403,10045,50
582327593,862799467,276918667,10045,50
583192950,806295169,254415035,10045,50
583289542,896597465,228198327,10045,50
583531747,895951994,295640742,10045,50
583751795,821273372,214809208,10045,50
583792031,832702375,260151841,10045,50
583870111,863802375,222634267,10045,50
585271801,804479564,275135816,10045,50
589065778,813941468,290873448,10045,50
590224298,812881472,225086640,10045,50
591521618,825988567,275905511,10045,50
591980664,890885685,247521299,10045,50
592831631,817096592,276654140,10045,50
593624927,833495465,249989111,10045,50
593949138,861310949,246790799,10045,50
595275447,871283842,257755120,10045,50
596285202,863993487,200011899,10045,50
596798450,856342470,287896098,10045,50
598402331,848444499,200370810,10045,50
598777367,848052006,256974513,10045,50
599016726,894942358,273675969,10045,50
599262001,818719744,254696938,10045,50
599723674,893366762,259531891,10045,50
500101869,847833719,260307994,10046,50
501505724,873418828,250182559,10046,50
501702167,878076074,241757721,10046,50
501766270,837625288,222468794,10046,50
501933675,839776536,249288910,10046,50
501953806,802713326,276333095,10046,50
502679624,860966839,242974096,10046,50
503140609,832384078,212892875,10046,50
504220208,829851352,278383744,10046,50
504263272,807390517,267735528,10046,50
504885898,882741435,202686554,10046,50
505956562,820308473,240927489,10046,50
506181625,807308259,211498538,10046,50
506443231,854775757,226665698,10046,50
506825324,886277719,235921959,10046,50
507447027,843456644,247453127,10046,50
509248870,801004552,274925179,10046,50
509512038,898969206,266476591,10046,50
510214473,875824531,207557554,10046,50
510699412,808714305,266482165,10046,50
512962240,814494812,213282716,10046,50
513478812,816544349,211304835,10046,50
515324087,837787700,263665298,10046,50
517086685,846010622,288054417,10046,50
517330926,823698235,296298550,10046,50
518357046,835482221,254293747,10046,50
518589503,812040478,221541299,10046,50
518699133,857176534,264345069,10046,50
519856631,869145450,249327947,10046,50
519951591,873311908,228687372,10046,50
520427702,883518944,254954688,10046,50
520661484,869666633,211148865,10046,50
520714005,807245165,276341228,10046,50
524163761,839960981,243667492,10046,50
524645186,892450609,278256812,10046,50
525352672,889622484,244871065,10046,50
525628625,838987674,248318751,10046,50
527330660,863698146,234576578,10046,50
528489103,823455957,271207733,10046,50
531111570,837915250,251481082,10046,50
531882865,863552967,244460968,10046,50
532089240,868181555,222760022,10046,50
532357823,888444477,212932394,10046,50
533179908,807856341,276335000,10046,50
535351451,838071454,250831362,10046,50
535776582,895612959,240040858,10046,50
535848291,881147536,210481798,10046,50
536958912,853167325,253063149,10046,50
536960410,814446214,298577143,10046,50
537195900,832641240,244256669,10046,50
539160903,851363710,282291985,10046,50
539439233,849620229,212371510,10046,50
541081693,822069035,269748743,10046,50
541194895,853852535,200847525,10046,50
541756337,818160920,254946069,10046,50
542326540,829570136,297690541,10046,50
545562210,854578272,241727365,10046,50
545736855,870778960,277082584,10046,50
546462247,810180906,287518236,10046,50
548053366,839982539,203025323,10046,50
548236949,808991140,247037040,10046,50
549141343,896745143,213176256,10046,50
549478521,896450232,268509269,10046,50
549649224,846222415,236534933,10046,50
549813541,847720448,230718188,10046,50
549963450,814232130,235804592,10046,50
550750776,804201281,209151425,10046,50
552508981,880005500,212697001,10046,50
554532847,807131165,285974826,10046,50
554734100,860423548,280070453,10046,50
555325262,834861508,231496697,10046,50
555593650,826768222,242553324,10046,50
555922767,896606934,227855834,10046,50
557027184,872591958,297497563,10046,50
558478799,828563468,202635141,10046,50
558661712,881587136,214072244,10046,50
559344170,865529009,257643497,10046,50
560109306,895104987,276054745,10046,50
560380370,804868370,263048656,10046,50
563872326,864608494,284358834,10046,50
564823874,890895954,292475355,10046,50
565294315,823242577,292550928,10046,50
565536530,891620496,267198942,10046,50
565565406,856255476,262631609,10046,50
566207293,811087957,254972019,10046,50
567002628,816713827,272157668,10046,50
568078671,862559010,248945553,10046,50
569618781,843141971,202245356,10046,50
569805643,804248015,293779189,10046,50
570244623,803953902,277898452,10046,50
570370584,865008394,225260775,10046,50
570703012,838975832,246407392,10046,50
571369396,808010470,228561187,10046,50
571853788,884484283,262462128,10046,50
572695452,833132231,248891493,10046,50
573536431,816005298,225610368,10046,50
573882173,837981584,290247248,10046,50
574160958,853577898,282581400,10046,50
574944131,830556377,282067558,10046,50
575042192,851635493,254714652,10046,50
576914086,874715209,292492470,10046,50
577195256,808845531,214546133,10046,50
578279216,824480589,229579086,10046,50
578939660,829262346,218859297,10046,50
578945238,878026665,232799708,10046,50
579165069,828784901,241945002,10046,50
581604670,831802045,280806042,10046,50
582335309,844248918,220811985,10046,50
582410593,898330810,279609562,10046,50
584550452,805022521,201731585,10046,50
585227430,841220338,299874543,10046,50
585840484,882816789,261265005,10046,50
587488996,863220601,294621373,10046,50
587494063,838113284,208732461,10046,50
587825016,817053323,218839568,10046,50
588668269,875913329,253856390,10046,50
589311107,887785281,260708047,10046,50
589557589,841853315,294620805,10046,50
591827633,880707386,218521737,10046,50
592175514,847902269,240114305,10046,50
592445705,810879603,278936488,10046,50
593199717,817684763,211189463,10046,50
593290769,843284278,227857951,10046,50
594090846,894083689,228224730,10046,50
599651056,844683918,203713857,10046,50
501538581,857705230,280009836,10047,50
501862842,821788308,228244772,10047,50
503088487,815950466,276071516,10047,50
503450054,827597866,244692371,10047,50
503653680,869329350,283522317,10047,50
503668693,805526779,293890375,10047,50
508312496,833883636,251662571,10047,50
510064110,821889467,267806764,10047,50
512018572,878180307,242439936,10047,50
513331431,802350025,247109665,10047,50
514462779,859353362,205078890,10047,50
515024665,856285726,250195577,10047,50
516078460,813699266,296317162,10047,50
516919509,812603733,266353843,10047,50
517088581,800576209,258686569,10047,50
517442083,818813812,259409279,10047,50
517706892,862512380,288110765,10047,50
518418817,810931941,265277752,10047,50
519195798,811503220,287256281,10047,50
519696264,830920104,288401240,10047,50
519960831,866708363,228873642,10047,50
520278145,816243464,202523719,10047,50
520335754,820723618,216435274,10047,50
520987957,864054704,202256678,10047,50
521197307,858809629,265994101,10047,50
523037757,897398450,262128235,10047,50
523146980,843295295,218691416,10047,50
523314204,832309375,269930162,10047,50
525461050,838829959,200003125,10047,50
525640706,865513206,246128654,10047,50
525651919,860836832,223345104,10047,50
525797007,837884622,218909421,10047,50
526353728,868560364,274319008,10047,50
529131663,896111055,230218046,10047,50
530271216,831343583,255653052,10047,50
530529838,814803302,227430560,10047,50
531755374,886295777,231753881,10047,50
531897191,836332215,294578039,10047,50
534461868,899432092,215075774,10047,50
535501031,891336853,274856838,10047,50
536314729,885022518,260434466,10047,50
536466462,845239341,296758779,10047,50
537215123,872789615,287621245,10047,50
539106671,885811292,200879071,10047,50
539418282,828236937,204876402,10047,50
539673753,868437479,289355692,10047,50
539936286,805409911,203827231,10047,50
541545601,865483266,263221070,10047,50
543974841,874527073,258104655,10047,50
544918507,825118435,241315459,10047,50
546215887,860778407,200023671,10047,50
548708376,888222156,222784269,10047,50
549051909,819159825,295103982,10047,50
549651869,858515112,283751293,10047,50
549796925,865597504,281487310,10047,50
549940759,857446752,288623650,10047,50
550958674,838996478,245495292,10047,50
551039857,828213550,231131287,10047,50
551927817,856541049,248899823,10047,50
552280894,892820363,274337703,10047,50
552321317,831068477,247367872,10047,50
553377514,803450115,264567839,10047,50
554129403,831652276,250364600,10047,50
554159058,895968486,283103923,10047,50
555954357,889155668,264412425,10047,50
556456133,815168929,284536411,10047,50
556828237,886411364,291430107,10047,50
559733474,852257317,299999585,10047,50
560172232,848747076,273417641,10047,50
561547495,814373938,239173478,10047,50
561960385,872080388,254422971,10047,50
563326424,877655067,235271159,10047,50
565008762,895494251,225847509,10047,50
565071397,806381880,241327660,10047,50
567394197,819864639,289302556,10047,50
568059441,811842823,220295033,10047,50
569154566,891446329,212241064,10047,50
569424721,851394687,275247964,10047,50
569833522,889303434,236930129,10047,50
569924630,899098550,224808804,10047,50
570134251,845007629,240303449,10047,50
570146863,875805247,263584059,10047,50
570285852,825336833,218649785,10047,50
571096796,837840730,208578255,10047,50
573732805,882336549,207430229,10047,50
573890251,870271769,232778349,10047,50
575645313,828522454,239022298,10047,50
576025996,806685846,234987272,10047,50
576280131,881906572,246920292,10047,50
576584653,869711986,224215414,10047,50
577258838,877818068,233622158,10047,50
579998746,831546420,216507970,10047,50
580534562,888897285,262054716,10047,50
582207350,837758527,280412088,10047,50
582610565,899656724,288210437,10047,50
582734339,896084008,228224730,10047,50
582905519,816475471,240995553,10047,50
587757015,843481441,209030378,10047,50
588097547,820907683,207214620,10047,50
588393876,860742314,234616459,10047,50
588497303,845860303,250921654,10047,50
589305738,855317922,216150452,10047,50
589942192,839136551,299632111,10047,50
591238468,882077622,203478278,10047,50
591784049,879552519,217516001,10047,50
592222992,878499348,296288435,10047,50
593356179,847880955,262433778,10047,50
596696611,859640154,288130897,10047,50
596905887,802457359,278013100,10047,50
597792814,820370972,218069183,10047,50
597867540,852151210,219814734,10047,50
